Complaint_ID,Consumer_complaint_narrative,Narrative_Length,Chunks
2431841,Trying to collect a debt that is not in my name and violations of FCRA in false reporting.,90,['Trying to collect a debt that is not in my name and violations of FCRA in false reporting.']
2423760,"Exeter Finance Corp is reporting to all XXXX bureaus that I have a balance in the amount of 11000.00. However, this account has been sold to a collection agency months ago and they are stating that I only owe a balance of 4900.00.",230,"['Exeter Finance Corp is reporting to all XXXX bureaus that I have a balance in the amount of 11000.00. However, this account has been sold to a collection agency months ago and they are stating that I only owe a balance of 4900.00.']"
2368807,I opened a promotional account with Citi bank ... ..After meeting all their requirements ... ... They are denying me of my rightful bonus,137,['I opened a promotional account with Citi bank ... ..After meeting all their requirements ... ... They are denying me of my rightful bonus']
2370342,"Received a call from someone who claimed that they would consolidate my federal loans, get them on an Income Based Repayment Plan, and get me loan forgiveness, for a price. I told them that I am not interested in paying them for benefits that my student loans already have for free.",282,"['Received a call from someone who claimed that they would consolidate my federal loans, get them on an Income Based Repayment Plan, and get me loan forgiveness, for a price. I told them that I am not interested in paying them for benefits that my student loans already have for free.']"
2430067,"XXXX2015 accident with injuries reported, but other driver was at fault. This was not noted.",92,"['XXXX2015 accident with injuries reported, but other driver was at fault. This was not noted.']"
2382994,XXXX shows H  R Accounts as Direct Dispute and XXXX does not.,61,['XXXX shows H  R Accounts as Direct Dispute and XXXX does not.']
2287147,continuously calling relatives and harassing them about an old car that I owe that have already been paid off.,110,['continuously calling relatives and harassing them about an old car that I owe that have already been paid off.']
2377503,Recently there have been changes to my Transunion Credit Report. I requested XXXX to mail me a new and up to date credit report. Transunion has failed to comply with my request. I am requesting XXXX to send me an up to date and current credit report.,250,['Recently there have been changes to my Transunion Credit Report. I requested XXXX to mail me a new and up to date credit report. Transunion has failed to comply with my request. I am requesting XXXX to send me an up to date and current credit report.']
2338099,"All of my personal information has been stolen from me, every time I dispute the collection agency places it back onto my credit report.",136,"['All of my personal information has been stolen from me, every time I dispute the collection agency places it back onto my credit report.']"
2418032,"I have never gone for international service and I am charge for wrong charges which was clear and explained in XXXX2015. And I see its yet to get close. 

its harassment.",170,['I have never gone for international service and I am charge for wrong charges which was clear and explained in XXXX2015. And I see its yet to get close. \n\nits harassment.']
2371230,I was not notified prior to this collection being placed on my credit report.,77,['I was not notified prior to this collection being placed on my credit report.']
2420076,Wells Fargo started reporting on my credit for a mortgage that was included in a bankruptcy case in XXXXXXXX  this loan has not reported on my credit for the last 7 years. I did not reaffirm the loan at any time. In my XXXXXXXX divorce the property and loan was awarded to my exwife.,283,['Wells Fargo started reporting on my credit for a mortgage that was included in a bankruptcy case in XXXXXXXX  this loan has not reported on my credit for the last 7 years. I did not reaffirm the loan at any time. In my XXXXXXXX divorce the property and loan was awarded to my exwife.']
2321861,I was never given the option to make payments based on my income. All that they did was offer me a forbearance which caused my interest to keep increasing and I was never told about any other option that I may have qualified for to pay back on my loans.,253,['I was never given the option to make payments based on my income. All that they did was offer me a forbearance which caused my interest to keep increasing and I was never told about any other option that I may have qualified for to pay back on my loans.']
2271682,"Trying to get loan modification for lower rates to no avail. I keep sending same info, they keep asking for. I tried to make payment until loan approved but they do nt allow that. This puts me in the foreclsure process instead of helping. I m currently at 7  when other places are half that rate",295,"['Trying to get loan modification for lower rates to no avail. I keep sending same info, they keep asking for. I tried to make payment until loan approved but they do nt allow that. This puts me in the foreclsure process instead of helping. I m currently at 7  when other places are half that rate']"
2276167,XXXX as well as expirationterms of promotional interest rate is not disclosed on monthly statements,99,['XXXX as well as expirationterms of promotional interest rate is not disclosed on monthly statements']
2365852,I send some money to XXXX through XXXX And my family can receive the money And been calling to XXXX and they are so disrespectful And just hang out the phone They not want to give my money back.,194,['I send some money to XXXX through XXXX And my family can receive the money And been calling to XXXX and they are so disrespectful And just hang out the phone They not want to give my money back.']
